Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Plant/Arthropod,Object Class,Object Order,Object Family,Object Genus,Object Species,
Primary  ,43,"Charles-Dominique, P. & H. M. Cooper. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Chrysobalanaceae,Couepia,,
Primary  ,43,"Charles-Dominique, P. & H. M. Cooper. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Chrysobalanaceae,Parinari,Parinari campestris,
Primary  ,43,"Charles-Dominique, P. & H. M. Cooper. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Clusiaceae,Symphonia,Symphonia globulifera,
Primary  ,43,"Charles-Dominique, P. & H. M. Cooper. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Dipteryx,Dipteryx odorata,
Primary  ,43,"Charles-Dominique, P. & H. M. Cooper. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Chrysobalanaceae,Licania,,
Primary  ,43,"Charles-Dominique, P. & H. M. Cooper. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,43,"Charles-Dominique, P. & H. M. Cooper. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Swartzia,Swartzia panacoco,
Primary  ,43,"Charles-Dominique, P. & H. M. Cooper. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,43,"Charles-Dominique, P. & H. M. Cooper. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Chrysobalanaceae,Licania,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Clusiaceae,Symphonia,Symphonia globulifera,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,,,,Plant,,,Solanaceae,Solanum,Solanum surinamense,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,,,,Plant,,,Solanaceae,Solanum,Solanum subinerme,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,,,,Plant,,,Hypericaceae,Vismia,Vismia sessilifolia,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,,,,Plant,,,Hypericaceae,Vismia,Vismia guianensis,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,,,,Plant,,,Piperaceae,Piper,Piper hostmannianum,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Clusiaceae,Symphonia,Symphonia globulifera,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Fabaceae,Dipteryx,Dipteryx odorata,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Andira,Andira surinamensis,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Fabaceae,Andira,Andira surinamensis,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Andira,Andira coriacea,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Fabaceae,Andira,Andira coriacea,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Chrysobalanaceae,Parinari,Parinari campestris,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus catapeifollia,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus concolor,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus cinereus,Plant,,,Moraceae,Ficus,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia palmata,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Urticaceae,Cecropia,Cecropia palmata,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus nymphaefolia,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus broadwayi,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus broadwayi,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus catapeifollia,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus nymphaefolia,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Chrysobalanaceae,Couepia,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Chrysobalanaceae,Licania,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Chrysobalanaceae,Couepia,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Chrysobalanaceae,Parinari,Parinari campestris,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,,,,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,,,,Plant,,,Hypericaceae,Vismia,Vismia latifolia,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,,,,Plant,,,Annonaceae,Rollinia,Rollinia resinosa,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Hypericaceae,Vismia,,
Primary  ,45,"Charles-Dominique, P. 1986",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Dipteryx,Dipteryx odorata,
Primary  ,46,"Charles-Dominique, P. 1991",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper aduncum,
Primary  ,46,"Charles-Dominique, P. 1991",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper hostmannianum,
Primary  ,46,"Charles-Dominique, P. 1991",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Burseraceae,Protium,Protium aragueuse,
Primary  ,46,"Charles-Dominique, P. 1991",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Annonaceae,Rollinia,Rollinia resinosa,
Primary  ,46,"Charles-Dominique, P. 1991",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum subinerme,
Primary  ,46,"Charles-Dominique, P. 1991",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum asperum,
Primary  ,46,"Charles-Dominique, P. 1991",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,Vismia latifolia,
Primary  ,46,"Charles-Dominique, P. 1991",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,Vismia sessilifolia,
Primary  ,46,"Charles-Dominique, P. 1991",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,Vismia guianensis,
Primary  ,46,"Charles-Dominique, P. 1991",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Thyrsodium,Thyrsodium schomburgkianum,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Anacardiaceae,Thyrsodium,Thyrsodium schomburgkianum,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,Piper hostmannianum,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Thyrsodium,Thyrsodium guianense,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Hypericaceae,Vismia,Vismia guianensis,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Hypericaceae,Vismia,Vismia guianensis,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper hostmannianum,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,Vismia guianensis,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus obsurus,Plant,,,Anacardiaceae,Thyrsodium,Thyrsodium schomburgkianum,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus obsurus,Plant,,,Anacardiaceae,Thyrsodium,Thyrsodium guianense,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Piperaceae,Piper,Piper hostmannianum,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum rugosum,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Anacardiaceae,Thyrsodium,Thyrsodium guianense,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus obsurus,Plant,,,Moraceae,Ficus,,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus obsurus,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus obsurus,Plant,,,Fabaceae,Andira,,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus obsurus,Plant,,,Clusiaceae,Symphonia,Symphonia globulifera,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Clusiaceae,Symphonia,Symphonia globulifera,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Clusiaceae,Symphonia,Symphonia globulifera,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Fabaceae,Andira,,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Chrysobalanaceae,Licania,,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus obsurus,Plant,,,Chrysobalanaceae,Licania,,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Andira,,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Chrysobalanaceae,Licania,,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,47,"Charles-Dominique, P. 1993",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,,
Primary  ,49,"Coates-Estrada, R. & A. Estrada. 1986",Central America,Los Tuxtlas Biological Station,Mexico,Forest,18.566667,-95.066667,150,530,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus cotinifolia,
Primary  ,49,"Coates-Estrada, R. & A. Estrada. 1986",Central America,Los Tuxtlas Biological Station,Mexico,Forest,18.566667,-95.066667,150,530,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus cotinifolia,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron sphalerum,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Solanaceae,Solanum,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Cyclanthaceae,Thoracocarpus,Thoracocarpus bissectus,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron ornatum,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Cyclanthaceae,Evodianthus,Evodianthus funifer,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Cyclanthaceae,Asplundia,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Araceae,Philodendron,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Cyclanthaceae,Asplundia,,
