Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Plant/Arthropod,Object Class,Object Order,Object Family,Object Genus,Object Species,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Araceae,Philodendron,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Bignoniaceae,Schlegelia,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron guianense,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron duckei,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Cyclanthaceae,Evodianthus,Evodianthus funifer,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Cyclanthaceae,Evodianthus,Evodianthus funifer,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron rudgeanum,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron placidum,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Solanaceae,Solanum,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Piperaceae,Piper,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Schlegeliaceae,Schlegelia,Schlegelia paraensis,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Araceae,Philodendron,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Araceae,Philodendron,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Cyclanthaceae,Thoracocarpus,Thoracocarpus bissectus,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Cyclanthaceae,Asplundia,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Cyclanthaceae,Evodianthus,Evodianthus funifer,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Malpighiaceae,Byrsonima,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Chrysobalanaceae,Licania,Licania canescens,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron grandifolium,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Clusiaceae,Symphonia,Symphonia globulifera,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Cyclanthaceae,Asplundia,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Cyclanthaceae,Asplundia,Asplundia glandulosa,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Urticaceae,Coussapoa,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Marcgraviaceae,Marcgravia,Marcgravia coriacea,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Chrysobalanaceae,Licania,Licania membranacea,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Siparunaceae,Siparuna,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Moraceae,Ficus,Ficus nymphaefolia,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Moraceae,Ficus,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Piperaceae,Piper,Piper anonifolium,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Piperaceae,Piper,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Piperaceae,Peperomia,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Cyclanthaceae,Asplundia,Asplundia brachyphylla,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron pedatum,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron squamiferum,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron soderstromii,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron insigne,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Cyclanthaceae,Asplundia,Asplundia heteranthera,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron billietae,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Bromeliaceae,Aechmea,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron melinonii,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron megalophyllum,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Rhodospatha,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Rhodospatha,Rhodospatha venosa,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Annonaceae,Duguetia,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Urticaceae,Cecropia,Cecropia sciadophylla,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron linnaei,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Burseraceae,,,
Primary  ,50,"Cockle, A. 1997",South America,Les Nouragues,French Guiana,Forest,4.8333333,-52.7,40,100,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Schlegeliaceae,Schlegelia,,
Primary  ,53,"Coelho, D.C. & J. Marinho-Filho. 2002",South America,"Cafuringa Environmental Protection Area, Federal District",Brazil,Savanna,-15.790271,-47.923737,1,,Visitation,Flower,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla dekeyseri,Plant,,,Fabaceae,Bauhinia,,
Primary  ,53,"Coelho, D.C. & J. Marinho-Filho. 2002",South America,"Cafuringa Environmental Protection Area, Federal District",Brazil,Savanna,-15.790271,-47.923737,1,,Visitation,Flower,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla dekeyseri,Plant,,,Acanthaceae,Ruellia,,
Primary  ,53,"Coelho, D.C. & J. Marinho-Filho. 2002",South America,"Cafuringa Environmental Protection Area, Federal District",Brazil,Savanna,-15.790271,-47.923737,1,,Visitation,Flower,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla dekeyseri,Plant,,,Malvaceae,Luehea,,
Primary  ,53,"Coelho, D.C. & J. Marinho-Filho. 2002",South America,"Cafuringa Environmental Protection Area, Federal District",Brazil,Savanna,-15.790271,-47.923737,1,,Visitation,Flower,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla dekeyseri,Plant,,,Lythraceae,Lafoensia,,
Primary  ,53,"Coelho, D.C. & J. Marinho-Filho. 2002",South America,"Cafuringa Environmental Protection Area, Federal District",Brazil,Savanna,-15.790271,-47.923737,1,,Visitation,Flower,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla dekeyseri,Plant,,,Fabaceae,Inga,,
Primary  ,53,"Coelho, D.C. & J. Marinho-Filho. 2002",South America,"Cafuringa Environmental Protection Area, Federal District",Brazil,Savanna,-15.790271,-47.923737,1,,Visitation,Flower,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla dekeyseri,Plant,,,Malvaceae,Pseudobombax,,
Primary  ,53,"Coelho, D.C. & J. Marinho-Filho. 2002",South America,"Cafuringa Environmental Protection Area, Federal District",Brazil,Savanna,-15.790271,-47.923737,1,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla dekeyseri,Plant,,,Urticaceae,Cecropia,,
Primary  ,53,"Coelho, D.C. & J. Marinho-Filho. 2002",South America,"Cafuringa Environmental Protection Area, Federal District",Brazil,Savanna,-15.790271,-47.923737,1,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla dekeyseri,Plant,,,Piperaceae,Piper,,
Primary  ,53,"Coelho, D.C. & J. Marinho-Filho. 2002",South America,"Cafuringa Environmental Protection Area, Federal District",Brazil,Savanna,-15.790271,-47.923737,1,,Consumption,Arthropod,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla dekeyseri,Arthropod,,Coleoptera,Scarabaeidea,,,
Primary  ,53,"Coelho, D.C. & J. Marinho-Filho. 2002",South America,"Cafuringa Environmental Protection Area, Federal District",Brazil,Savanna,-15.790271,-47.923737,1,,Consumption,Arthropod,Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla dekeyseri,Arthropod,,Coleoptera,Staphylinidae,,,
Primary  ,54,"Conceição, 1977",South America,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum grandiflorum,
Primary  ,54,"Conceição, 1977",South America,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Solanaceae,Solanum,Solanum grandiflorum,
Primary  ,54,"Conceição, 1977",South America,Manaus-Forest,Brazil,Forest,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum grandiflorum,
Primary  ,57,"Cunningham, S. A. 1995a",Central America,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Pollination,Flower,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Arecaceae,Calyptrogyne,Calyptrogyne ghiesbreghtiana,
Primary  ,57,"Cunningham, S. A. 1995a",Central America,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Pollination,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga commissarisi,Plant,,,Arecaceae,Calyptrogyne,Calyptrogyne ghiesbreghtiana,
Primary  ,57,"Cunningham, S. A. 1995a",Central America,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Pollination,Flower,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa nymphaea,Plant,,,Arecaceae,Calyptrogyne,Calyptrogyne ghiesbreghtiana,
Primary  ,57,"Cunningham, S. A. 1995a",Central America,La Selva Biological Station,Costa Rica,Forest,10.422,-84.015,35,135,Pollination,Flower,Chiroptera,Phyllostomidae,Artibeus,,Plant,,,Arecaceae,Calyptrogyne,Calyptrogyne ghiesbreghtiana,
Primary  ,61,"Dalquest, W. W. 1953",Central America,San Luis Potosi,Mexico,Forest,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plant,,,Cactaceae,Stenocereus,Stenocereus thurberi,
Primary  ,61,"Dalquest, W. W. 1953",Central America,San Luis Potosi,Mexico,Forest,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Anacardiaceae,Spondias,Spondias mombin,
Primary  ,61,"Dalquest, W. W. 1953",Central America,San Luis Potosi,Mexico,Forest,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Micronycteris,Micronycteris megalotis,Plant,,,Myrtaceae,Psidium,Psidium guajava,
Primary  ,61,"Dalquest, W. W. 1953",Central America,San Luis Potosi,Mexico,Forest,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,,
Primary  ,61,"Dalquest, W. W. 1953",Central America,San Luis Potosi,Mexico,Forest,,,,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Ficus,,
Primary  ,84,"de Figueiredo, R. A., 1996",South America,Santa Genebra Reserve,Brazil,Forest,-22.816667,-47.116667,670,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus luschnatiana,
Primary  ,84,"de Figueiredo, R. A., 1996",South America,Santa Genebra Reserve,Brazil,Forest,-22.816667,-47.116667,670,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Moraceae,Ficus,Ficus luschnatiana,
Primary  ,84,"de Figueiredo, R. A., 1996",South America,Santa Genebra Reserve,Brazil,Forest,-22.816667,-47.116667,670,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,Plant,,,Moraceae,Ficus,Ficus luschnatiana,
Primary  ,84,"de Figueiredo, R. A., 1996",South America,Santa Genebra Reserve,Brazil,Forest,-22.816667,-47.116667,670,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,Plant,,,Moraceae,Ficus,Ficus enormis,
Primary  ,84,"de Figueiredo, R. A., 1996",South America,Santa Genebra Reserve,Brazil,Forest,-22.816667,-47.116667,670,,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus enormis,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Dipteryx,Dipteryx odorata,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Bocoa,Bocoa prouacensis,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Caryocaraceae,Caryocar,Caryocar glabrum,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Chrysobalanaceae,Licania,,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus cinereus,Plant,,,Solanaceae,Solanum,Solanum asperum,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Consumption,Fruit,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Fabaceae,Swartzia,Swartzia panacoco,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus cinereus,Plant,,,Hypericaceae,Vismia,,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Hypericaceae,Vismia,,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Urticaceae,Cecropia,Cecropia obtusa,
Primary  ,64,"de Foresta et al., 1984",South America,Piste de Saint-Elie,French Guiana,Forest,5.3333333,-53.0333333,40,50,Seed Dispersal,Seed,Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,,
