Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Object Kingdom,Object Phylum,Object Class,Object Order,Object Family,Object Genus,Object Species
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga leachii,Plantae,,,,Bignoniaceae,Crescentia,Crescentia cujete
Plant should be Lemaireocereus thurberi,done,,Done,Plant cited as Lemaireocereus thurberi.,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga leachii,Plantae,,,,Cactaceae,Stenocereus,Stenocereus thurberi
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plantae,,,,Fabaceae,Erythrina,Erythrina fusca
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Colombia-Unspecified,Colombia,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plantae,,,,Lythraceae,Lafoensia,Lafoensia punicifolia
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plantae,,,,Malvaceae,Pseudobombax,Pseudobombax septenatum
Plant should be Ritterocereus griseus,done,,Done,Plant cited as Ritterocereus griseus.,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Colombia-Unspecified,Colombia,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plantae,,,,Cactaceae,Stenocereus,Stenocereus griseus
Plant should be S. ottonis,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Colombia-Unspecified,Colombia,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plantae,,,,Cactaceae,Subpilocereus,Subpilocereus ottonis
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Acacia,Acacia farnesiana
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Alexa,Alexa grandiflora
Probably visiting for fruit,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Anacardiaceae,Anacardium,Anacardium occidentale
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Bauhinia,Bauhinia pauletia
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Bauhinia,Bauhinia ungulata
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Nyctaginaceae,Bougainvillea,Bougainvillea spectabilis
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Calliandra,Calliandra confusa
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Caryocaraceae,Caryocar,Caryocar villosum
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Malvaceae,Ceiba,Ceiba aesculifolia
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Malvaceae,Ceiba,Ceiba pentandra
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Polemoniaceae,Cobaea,Cobaea scandens
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Chrysobalanaceae,Couepia,Couepia longipendula
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Capparaceae,Crateva,Crateva tapia
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Capparaceae,Crateva,Crateva benthamii
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Bignoniaceae,Crescentia,Crescentia alata
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Bignoniaceae,Crescentia,Crescentia amazonica
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Bignoniaceae,Crescentia,Crescentia cujete
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Honduras-Unspecified,Honduras,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Malvaceae,Durio,Durio zibethinus
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico ,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Cactaceae,Echinocactus,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil ,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Elizabetha,Elizabetha leiogyne
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Elizabetha,Elizabetha paraensis
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Hymenaea,Hymenaea courbaril
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Inga,Inga bahiensis
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Inga,Inga vera
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Convolvulaceae,Ipomoea,Ipomoea arborerscens
"Bat should be G. soricina, Plant should be K. aethiopica",Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Bignoniaceae,Kigelia,Kigelia aethiopica
Plant should be Lemaireocereus thurberi,done,,Done,Plant cited as Lemaireocereus thurberi.,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Cactaceae,Stenocereus,Stenocereus thurberi
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Gentianaceae,Lisianthius ,Lisianthius chelondioides
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Malvaceae,Luehea,Luehea speciosa
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Panama-Unspecified,Panama,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Euphorbiaceae,Mabea,Mabea occidentalis
Probably visiting for fruit,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Anacardiaceae,Mangifera,Mangifera indica
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Sapotaceae,Manilkara,Manilkara zapota
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Marcgraviaceae,Marcgravia,Marcgravia myriostigma
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Solanaceae,Markea,Markea neurantha
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Mucuna,Mucuna altissima
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Mucuna,Mucuna andreana
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Mucuna,Mucuna urens
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Musaceae,Musa,Musa acuminata
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Malvaceae,Ochroma,Ochroma pyramidale
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Malvaceae,Pachira,Pachira quinata
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Passifloraceae,Passiflora,Passiflora mucronata
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Malvaceae,Pseudobombax,Pseudobombax septenatum
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Cactaceae,Rauhocereus,Rauhocereus riosaniensis
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Cactaceae,Samaipaticereus,Samaipaticereus corroanus
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Acanthaceae,Trichanthera,Trichanthera gigantea
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Orchidaceae,Vanilla,Vanilla chamissonis
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Bromeliaceae,Vriesea,Vriesea gladioliflora
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Bromeliaceae,Vriesea,Vriesea rugosa
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Albizia,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Caesalpinia,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Cannabaceae,Celtis,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Verbenaceae,Citharexylum,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Fabaceae,Conzattia,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Muntingiaceae,Muntingia,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Cactaceae,Myrtillocactus,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Cactaceae,Opuntia,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Costa Rica-Unspecified,Costa Rica,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Bromeliaceae,Pitcairnia,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Proteaceae,Roupala,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Brazil-Unspecified,Brazil,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Vochysiaceae,Vochysia,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Hylonycteris,Hylonycteris underwoodi,Plantae,,,,Malvaceae,Theobroma,Theobroma cacao
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Hylonycteris,Hylonycteris underwoodi,Plantae,,,,Fabaceae,Lonchocarpus,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Hylonycteris,Hylonycteris underwoodi,Plantae,,,,Musaceae,Musa,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plantae,,,,Malvaceae,Pseudobombax,Pseudobombax septenatum
Plant species should be Ritterocereus griseus,done,,Done,Plant cited as Ritterocereus griseus.,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Colombia-Unspecified,Colombia ,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plantae,,,,Cactaceae,Stenocereus,Stenocereus griseus
Plant species should be S. ottonis,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Colombia-Unspecified,Colombia ,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plantae,,,,Cactaceae,Subpilocereus,Subpilocereus ottonis
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,USA-Desert,USA,Desert,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Asparagaceae,Agave,Agave palmeri
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Asparagaceae,Agave,Agave parryi
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,USA-Desert,USA,Desert,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Asparagaceae,Agave,Agave schottii
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Cactaceae,Carnegiea,Carnegiea gigantea
Plant should be C. acuminata,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Malvaceae,Ceiba,Ceiba acuminata
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Malvaceae,Ceiba,Ceiba pentandra
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Bignoniaceae,Crescentia,Crescentia alata
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Bignoniaceae,Crescentia,Crescentia cujete
Plant should be Lemaireocereus thurberi,done,,Done,Plant cited as Lemaireocereus thurberi.,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Cactaceae,Stenocereus,Stenocereus thurberi
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Malvaceae,Malvaviscus,Malvaviscus acerifolius
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Malvaceae,Anoda,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Fabaceae,Conzattia,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Musaceae,Musa,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Cactaceae,Myrtillocactus,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris nivalis,Plantae,,,,Onagraceae,Oenothera,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Fabaceae,Acacia,Acacia farnesiana
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,USA-Desert,USA,Desert,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Asparagaceae,Agave,Agave palmeri
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Captivity,,Captivity,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Asparagaceae,Agave,Agave parryi
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,USA-Desert,USA,Desert,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Asparagaceae,Agave,Agave schottii
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Cactaceae,Carnegiea,Carnegiea gigantea
Plant should be C. acuminata,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Malvaceae,Ceiba,Ceiba aesculifolia
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Malvaceae,Malvaviscus,Malvaviscus acerifolius
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Malvaceae,Pseudobombax,Pseudobombax septenatum
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Gentianaceae,Gentiana,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Fabaceae,Mimosa,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Musaceae,Musa,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Cactaceae,Myrtillocactus,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Onagraceae,Oenothera,
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,Mexico-Unspecified,Mexico,,,,,,Visitation,Flower,Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris yerbabuenae,Plantae,,,,Cactaceae,Opuntia,
Probably visiting for fruit,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Consumption,Fruit,Chiroptera,Phyllostomidae,Lionycteris,Lionycteris spurrelli,Plantae,,,,Anacardiaceae,Anacardium,Anacardium occidentale
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Pteropodidae,Lissonycteris,Lissonycteris angolensis,Plantae,,,,Malvaceae,Ceiba,Ceiba pentandra
,done,,Done,,Secondary,72,"Dobat, K. & T. Peikert-Holle. 1985",,,,,,,,,Visitation,Flower,Chiroptera,Pteropodidae,Lissonycteris,Lissonycteris angolensis,Plantae,,,,Bignoniaceae,Spathodea,Spathodea campanulata
