CitationId,CitationShortDescription,Region,LocationDescription,Country,HabitatType,Lat,Long,Elev,ElevRangeMax,InteractionType,InteractionTags,BatOrder,BatFamily,BatGenus,BatSpecies,Plant/Arthropod,ObjectClass,ObjectOrder,ObjectFamily,ObjectGenus,ObjectSpecies
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla thomasi,Plant,,,Chrysobalanaceae,Hirtella,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Lionycteris,Lionycteris spurrelli,Plant,,,Fabaceae,Inga,Inga cayenensis
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Choeroniscus,Choeroniscus minor,Plant,,,Fabaceae,Inga,Inga cayenensis
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla thomasi,Plant,,,Marcgraviaceae,Marcgravia,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Marcgraviaceae,Marcgravia,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Melastomataceae,,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Choeroniscus,Choeroniscus minor,Plant,,,Melastomataceae,,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla thomasi,Plant,,,Fabaceae,Ormosia,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla thomasi,Plant,,,Rubiaceae,Palicourea,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Piperaceae,,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Lionycteris,Lionycteris spurrelli,Plant,,,Malvaceae,Pseudobombax,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla thomasi,Plant,,,Malvaceae,Pseudobombax,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Lonchophylla,Lonchophylla thomasi,Plant,,,Rubiaceae,,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Choeroniscus,Choeroniscus minor,Plant,,,Fabaceae,Eperua,Eperua falcata
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Lionycteris,Lionycteris spurrelli,Plant,,,Fabaceae,Ormosia,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Caryocaraceae,Caryocar,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,Eperua,Eperua falcata
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,Plant,,,Melastomataceae,,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,Plant,,,Clusiaceae,Symphonia,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus elongatus,Plant,,,Fabaceae,Ormosia,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Caryocaraceae,Caryocar,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Fabaceae,Eperua,Eperua falcata
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Fabaceae,Eperua,Eperua falcata
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Visitation,"Primary  , Flower",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Fabaceae,,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Sapotaceae,Manilkara,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Plant,,,Sapotaceae,Manilkara,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus nymphaefolia
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Ametrida,Ametrida centurio,Plant,,,Moraceae,Ficus,Ficus nymphaefolia
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Plant,,,Clusiaceae,Symphonia,Symphonia globulifera
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus concolor,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus gnomus,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Plant,,,Urticaceae,Cecropia,Cecropia sciadophylla
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Plant,,,Moraceae,Ficus,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Chiroderma,Chiroderma trinitatum,Plant,,,Moraceae,Ficus,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus gnomus,Plant,,,Moraceae,Ficus,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus amazonica
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Chiroderma,Chiroderma trinitatum,Plant,,,Moraceae,Ficus,Ficus amazonica
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus insipida
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus maxima
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus nymphaefolia
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus nymphaefolia
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Plant,,,Moraceae,Ficus,Ficus nymphaefolia
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Vampyressa,Vampyressa brocki,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Vampyressa,Vampyressa brocki,Plant,,,Moraceae,Ficus,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Ectophylla,Ectophylla macconelli,Plant,,,Moraceae,Ficus,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Piperaceae,Piper,Piper aduncum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Cyclanthaceae,Asplundia,Asplundia heteranthera
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Cyclanthaceae,Asplundia,Asplundia heteranthera
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Urticaceae,Cecropia,Cecropia sciadophylla
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Cyclanthaceae,Evodianthus,Evodianthus funifer
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Cyclanthaceae,Ludovia,Ludovia lancifolia
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper amapense
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Araceae,Philodendron,Philodendron insigne
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Araceae,Philodendron,Philodendron insigne
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron insigne
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Araceae,Philodendron,Philodendron insigne
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron guttiferum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron linnaei
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron melinonii
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Araceae,Philodendron,Philodendron melinonii
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron ornatum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Araceae,Philodendron,Philodendron ornatum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron polypodioides
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Philodendron,Philodendron squamiferum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Piperaceae,Piper,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Piperaceae,Piper,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper aduncum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper arboreum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper avellanum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,Piper hostmannianum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Bignoniaceae,Schlegelia,Schlegelia violacea
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Bignoniaceae,Schlegelia,Schlegelia violacea
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Solanaceae,Solanum,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum accrescens
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum argenteum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Solanaceae,Solanum,Solanum asperum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum asperum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia brevicauda,Plant,,,Solanaceae,Solanum,Solanum surinamense
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Cyclanthaceae,Thoracocarpus,Thoracocarpus bissectus
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,Vismia latifolia
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Lionycteris,Lionycteris spurrelli,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Araceae,Philodendron,Philodendron insigne
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Piperaceae,Piper,Piper aduncum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Lionycteris,Lionycteris spurrelli,Plant,,,Piperaceae,Piper,Piper hostmannianum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Hypericaceae,Vismia,Vismia cayennensis
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus cinereus,Plant,,,Urticaceae,Cecropia,Cecropia palmata
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Urticaceae,Cecropia,Cecropia palmata
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Plant,,,Urticaceae,Cecropia,Cecropia palmata
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Plant,,,Moraceae,Ficus,Ficus trigona
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Plant,,,Piperaceae,Piper,Piper aduncum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus gnomus,Plant,,,Hypericaceae,Vismia,Vismia sessilifolia
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,Plant,,,Urticaceae,Cecropia,Cecropia palmata
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Piperaceae,Piper,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Hypericaceae,Vismia,Vismia cayennensis
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Araceae,Anthurium,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Araceae,Anthurium,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Salicaceae,Banara,Banara guianensis
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Moraceae,Ficus,Ficus maxima
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Araceae,Philodendron,Philodendron guttiferum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Araceae,Philodendron,Philodendron polypodioides
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Piperaceae,Piper,Piper aduncum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Piperaceae,Piper,Piper alatabacum
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Annonaceae,Rollinia,Rollinia exsucca
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Annonaceae,Rollinia,Rollinia exsucca
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,Solanum subinerme
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Sturnira,Sturnira tildae,Plant,,,Hypericaceae,Vismia,
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,Vismia cayennensis
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Hypericaceae,Vismia,Vismia cayennensis
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Hypericaceae,Vismia,Vismia sessilifolia
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Rhinophylla,Rhinophylla pumilio,Plant,,,Hypericaceae,Vismia,Vismia sessilifolia
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus brachicephalus,Plant,,,Urticaceae,Cecropia,Cecropia obtusa
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus cinereus,Plant,,,Moraceae,Ficus,Ficus amazonica
70,"Delaval, M. 2004",South America,,French Guiana,Forest,,,,,Seed Dispersal,"Primary  , Seed",Chiroptera,Phyllostomidae,Artibeus,Artibeus cinereus,Plant,,,Solanaceae,Solanum,Solanum asperum
