CitationId,CitationShortDescription,Region,LocationDescription,Country,HabitatType,Lat,Long,Elev,ElevRangeMax,InteractionType,InteractionTags,BatOrder,BatFamily,BatGenus,BatSpecies,Plant/Arthropod,ObjectClass,ObjectOrder,ObjectFamily,ObjectGenus,ObjectSpecies
207,"Morrison, D. W. 1980a",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus insipida
208,"Morrison, D. W. 1980b",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus insipida
208,"Morrison, D. W. 1980b",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus yoponensis
355,"Morrison, D. W. 1980b",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,
355,"Morrison, D. W. 1980b",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,
355,"Morrison, D. W. 1980b",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plant,,,Moraceae,Ficus,
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Malvaceae,Bombacopsis,Bombacopsis squamigera
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Bromeliaceae,Pitcairnia,Pitcairnia brogniartiana
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Bromeliaceae,Pitcairnia,Pitcairnia brogniartiana
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera sodiroana
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera sodiroana
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera succulenta
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera truncata
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera truncata
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Clusiaceae,Clusia,
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Marcgraviaceae,Marcgravia,Marcgravia coriacea
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Marcgraviaceae,Marcgravia,Marcgravia coriacea
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Melastomataceae,Meriania,Meriania pichinchensis
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Melastomataceae,Meriania,Meriania pichinchensis
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Passifloraceae,Passiflora,
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Passifloraceae,Passiflora,
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Solanaceae,Markea,
209,"Muchhala, N. & P. Jarrín-V. 2002",,,Ecuador,Forest,,,,,,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Solanaceae,Markea,
212,"Muchhala, N. 2003",,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.3,-84.816667,,,Pollination,", ",Chiroptera,,,,Plant,,,Campanulaceae,Burmeistera,Burmeistera tenuiflora
212,"Muchhala, N. 2003",,Monteverde Cloud Forest Reserve,Costa Rica,Forest,10.3,-84.816667,,,Pollination,", ",Chiroptera,,,,Plant,,,Campanulaceae,Burmeistera,Burmeistera cyclostigmata
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera cyclostigmata
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera cyclostigmata
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera sodiroana
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera sodiroana
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera succulenta
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera succulenta
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera borjensis
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera borjensis
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera ceratocarpa
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera ceratocarpa
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera cylindrocarpa
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera cylindrocarpa
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera lutosa
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera lutosa
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera multiflora
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera multiflora
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera smaragdi
213,"Muchhala, N. 2006a",,,Ecuador,Forest,,,300,2600,Pollination,", ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera smaragdi
214,"Muchhala, N. 2006b",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura fistulata,Plant,,,Campanulaceae,Centropogon,Centropogon nigricans
210,"Muchhala, N., & M. Potts. 2007",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera sodiroana
210,"Muchhala, N., & M. Potts. 2007",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera sodiroana
210,"Muchhala, N., & M. Potts. 2007",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera ceratocarpa
210,"Muchhala, N., & M. Potts. 2007",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera ceratocarpa
210,"Muchhala, N., & M. Potts. 2007",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera cylindrocarpa
210,"Muchhala, N., & M. Potts. 2007",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera cylindrocarpa
210,"Muchhala, N., & M. Potts. 2007",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera borjensis
210,"Muchhala, N., & M. Potts. 2007",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera borjensis
210,"Muchhala, N., & M. Potts. 2007",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plant,,,Campanulaceae,Burmeistera,Burmeistera succulenta
210,"Muchhala, N., & M. Potts. 2007",,,Ecuador,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura geoffroyi,Plant,,,Campanulaceae,Burmeistera,Burmeistera succulenta
211,"Muchhala, N., P. Mena V., & L. Albuja V. 2005",,,Ecuador,Forest,,,1300,2275,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura fistulata,Plant,,,Acanthaceae,Aphelandra,Aphelandra acanthus
211,"Muchhala, N., P. Mena V., & L. Albuja V. 2005",,,Ecuador,Forest,,,1300,2275,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura fistulata,Plant,,,Marcgraviaceae,Marcgravia,Marcgravia coriacea
211,"Muchhala, N., P. Mena V., & L. Albuja V. 2005",,,Ecuador,Forest,,,1300,2275,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura fistulata,Plant,,,Marcgraviaceae,Marcgravia,
211,"Muchhala, N., P. Mena V., & L. Albuja V. 2005",,,Ecuador,Forest,,,1300,2275,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura fistulata,Plant,,,Melastomataceae,Meriania,
211,"Muchhala, N., P. Mena V., & L. Albuja V. 2005",,,Ecuador,Forest,,,1300,2275,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura fistulata,Plant,,,Bromeliaceae,,
211,"Muchhala, N., P. Mena V., & L. Albuja V. 2005",,,Ecuador,Forest,,,1300,2275,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura fistulata,Plant,,,Solanaceae,Markea,
211,"Muchhala, N., P. Mena V., & L. Albuja V. 2005",,,Ecuador,Forest,,,1300,2275,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura fistulata,Plant,,,Campanulaceae,Centropogon,Centropogon nigricans
211,"Muchhala, N., P. Mena V., & L. Albuja V. 2005",,,Ecuador,Forest,,,1300,2275,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Anoura,Anoura fistulata,Plant,,,Bromeliaceae,Pitcairnia,Pitcairnia brogniartiana
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,Solanum sanctaecatharinae
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Piperaceae,Piper,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Carollia,Carollia perspicillata,Plant,,,Solanaceae,Solanum,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Solanaceae,Solanum,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Piperaceae,Piper,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Moraceae,Ficus,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Sturnira,Sturnira lilium,Plant,,,Urticaceae,Cecropia,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,Plant,,,Urticaceae,Cecropia,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,Plant,,,Moraceae,Ficus,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Urticaceae,Cecropia,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Solanaceae,Solanum,
215,"Muller, M. F. & N. R. Reis. 1992",,"Londrina, Paraná",Brazil,Forest,-23.3833333,-51.18472222,700,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Piperaceae,Piper,
216,"Naranjo, M. E., C. Rengifo & P. J. Soriano. 2003",,Laguna de Caparu,Venezuela,Forest,8.4877778,-71.33361111,820,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Stenocereus,Stenocereus griseus
216,"Naranjo, M. E., C. Rengifo & P. J. Soriano. 2003",,Laguna de Caparu,Venezuela,Forest,8.4877778,-71.33361111,820,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Subpilocereus,Subpilocereus repandus
218,"Nassar, J. M. et al. 2003",,,Venezuela,Desert,,,0,850,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,,
218,"Nassar, J. M. et al. 2003",,,Venezuela,Desert,,,0,850,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,,
219,"Nassar, J. M., J. L. Hamrick & T. H. Fleming. 2003",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Cereus,Cereus repandus
219,"Nassar, J. M., J. L. Hamrick & T. H. Fleming. 2003",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Pilosocereus,Pilosocereus lanuginosus
219,"Nassar, J. M., J. L. Hamrick & T. H. Fleming. 2003",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Stenocereus,Stenocereus griseus
219,"Nassar, J. M., J. L. Hamrick & T. H. Fleming. 2003",,,Venezuela,Desert,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Cereus,Cereus repandus
219,"Nassar, J. M., J. L. Hamrick & T. H. Fleming. 2003",,,Venezuela,Desert,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Pilosocereus,Pilosocereus lanuginosus
219,"Nassar, J. M., J. L. Hamrick & T. H. Fleming. 2003",,,Venezuela,Desert,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Stenocereus,Stenocereus griseus
217,"Nassar, J. M., N. Ramirez & O. Linares. 1997",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Subpilocereus,Subpilocereus horrispinus
217,"Nassar, J. M., N. Ramirez & O. Linares. 1997",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Subpilocereus,Subpilocereus repandus
217,"Nassar, J. M., N. Ramirez & O. Linares. 1997",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Stenocereus,Stenocereus griseus
217,"Nassar, J. M., N. Ramirez & O. Linares. 1997",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Glossophaga,Glossophaga longirostris,Plant,,,Cactaceae,Pilosocereus,Pilosocereus moritzianus
217,"Nassar, J. M., N. Ramirez & O. Linares. 1997",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Subpilocereus,Subpilocereus horrispinus
217,"Nassar, J. M., N. Ramirez & O. Linares. 1997",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Subpilocereus,Subpilocereus repandus
217,"Nassar, J. M., N. Ramirez & O. Linares. 1997",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Pilosocereus,Pilosocereus moritzianus
217,"Nassar, J. M., N. Ramirez & O. Linares. 1997",,,Venezuela,Desert,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Leptonycteris,Leptonycteris curasoae,Plant,,,Cactaceae,Stenocereus,Stenocereus griseus
220,"Nellis, D. W. & C. P. Ehle. 1977",,,US Virgin Islands,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla cavernarum,Plant,,,Malvaceae,Ceiba,Ceiba pentandra
220,"Nellis, D. W. & C. P. Ehle. 1977",,,US Virgin Islands,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla cavernarum,Plant,,,Bignoniaceae,Kigelia,Kigelia africana
220,"Nellis, D. W. & C. P. Ehle. 1977",,,US Virgin Islands,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla cavernarum,Plant,,,Arecaceae,Roystonea,Roystonea regia
220,"Nellis, D. W. & C. P. Ehle. 1977",,,US Virgin Islands,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla cavernarum,Plant,,,Malvaceae,Thespesia,Thespesia populnea
220,"Nellis, D. W. & C. P. Ehle. 1977",,,US Virgin Islands,Forest,,,,,Pollination,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Fabaceae,Hymenaea,Hymenaea courbaril
220,"Nellis, D. W. & C. P. Ehle. 1977",,,US Virgin Islands,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla cavernarum,Plant,,,Boraginaceae,Cordia,
221,"Nellis, D. W. 1971",,,US Virgin Islands,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla cavernarum,Plant,,,Sapotaceae,Manilkara,Manilkara zapota
221,"Nellis, D. W. 1971",,,US Virgin Islands,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Sapotaceae,Manilkara,Manilkara zapota
222,"Nogueira, M. R. & A. L. Peracchi. 2003",,Botanical Garden of Rio de Janeiro,Brazil,Forest,-22.9705556,-43.23916667,2,400,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus cyclophylla
222,"Nogueira, M. R. & A. L. Peracchi. 2003",,Botanical Garden of Rio de Janeiro,Brazil,Forest,-22.9705556,-43.23916667,2,400,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus tomentella
222,"Nogueira, M. R. & A. L. Peracchi. 2003",,Botanical Garden of Rio de Janeiro,Brazil,Forest,-22.9705556,-43.23916667,2,400,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Chiroderma,Chiroderma doriae,Plant,,,Moraceae,Ficus,Ficus tomentella
222,"Nogueira, M. R. & A. L. Peracchi. 2003",,Botanical Garden of Rio de Janeiro,Brazil,Forest,-22.9705556,-43.23916667,2,400,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Chiroderma,Chiroderma doriae,Plant,,,Moraceae,Ficus,Ficus cyclophylla
223,"Orozco-Segovia, A. & C. Vázquez-Yanes. 1982",,,Mexico,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Araceae,Anthurium,
223,"Orozco-Segovia, A. & C. Vázquez-Yanes. 1982",,,Mexico,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Brosimum,Brosimum alicastrum
223,"Orozco-Segovia, A. & C. Vázquez-Yanes. 1982",,,Mexico,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Clusiaceae,Calophyllum,Calophyllum brasiliense
223,"Orozco-Segovia, A. & C. Vázquez-Yanes. 1982",,,Mexico,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Urticaceae,Cecropia,Cecropia obtusifolia
223,"Orozco-Segovia, A. & C. Vázquez-Yanes. 1982",,,Mexico,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Caesalpiniaceae,Cynometra,Cynometra retusa
223,"Orozco-Segovia, A. & C. Vázquez-Yanes. 1982",,,Mexico,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus glabrata
223,"Orozco-Segovia, A. & C. Vázquez-Yanes. 1982",,,Mexico,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus insipida
223,"Orozco-Segovia, A. & C. Vázquez-Yanes. 1982",,,Mexico,Forest,,,,,Seed Dispersal,"Primary  , ",Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus obtusifolia
