Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Object Kingdom,Object Phylum,Object Class,Object Order,Object Family,Object Genus,Object Species,
C to find paper and check interactions,"""Sazima, I., S. Vogel & M. Sazima. 1989"" reported a secondary interaction from personal communication with von Helversen. Check bat species.",,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Bromeliaceae,Vriesea,Vriesea platynema,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Asteraceae,Cirsium,Cirsium subcoriaceum,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Melastomataceae,Purpurella,Purpurella grossa,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Gentianaceae,Irlbachia,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Campanulaceae,Centropogon,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Tiliaceae,Luehea,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,,Plantae,,,,Fabaceae,Hymenaea,Hymenaea courbaril,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plantae,,,,Fabaceae,Bauhinia,Bauhinia pauletia,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plantae,,,,Fabaceae,Bauhinia,Bauhinia rufa,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plantae,,,,Lythraceae,Lafoensia,Lafoensia pacari,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,,Plantae,,,,Mimosaceae,Parkia,Parkia auriculata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Anoura,Anoura caudifer,Plantae,,,,Musaceae,Musa,Musa paradisiaca,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plantae,,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Carollia,,Plantae,,,,Lythraceae,Lafoensia,Lafoensia pacari,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Carollia,,Plantae,,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plantae,,,,Fabaceae,Bauhinia,Bauhinia pauletia,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plantae,,,,Fabaceae,Bauhinia,Bauhinia rufa,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Phyllostomus,Phyllostomus discolor,Plantae,,,,Fabaceae,Bauhinia,Bauhinia ungulata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,,Plantae,,,,Bignoniaceae,Kigelia,,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plantae,,,,Lythraceae,Lafoensia,Lafoensia pacari,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plantae,,,,Passifloraceae,Passiflora,Passiflora mucronata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plantae,,,,Euphorbiaceae,Mabea,Mabea occidentalis,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plantae,,,,Euphorbiaceae,Mabea,Mabea occidentalis,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Carollia,,Plantae,,,,Euphorbiaceae,Mabea,Mabea occidentalis,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,,,,Plantae,,,,Amaryllidaceae,Hippeastrum,Hippeastrum calyptratum,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Stenodermatinae,,Plantae,,,,Mimosaceae,Parkia,Parkia auriculata,
C to find paper and check interactions,,,,,Primary  ,315,"von Helversen, O. 1993",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaginae,,Plantae,,,,Fabaceae,Bauhinia,Bauhinia ungulata,
C to check interactions,,,,,Primary  ,316,"Voss, R.  et al. 1980",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Solanaceae,Markea,Markea neurantha,
C to check interactions,,,,,Primary  ,316,"Voss, R.  et al. 1980",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Solanaceae,Markea,Markea neurantha,
C to check interactions,,,,,Primary  ,316,"Voss, R.  et al. 1980",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plantae,,,,Solanaceae,Markea,Markea neurantha,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plantae,,,,Moraceae,Ficus,Ficus citrifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plantae,,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plantae,,,,Moraceae,Ficus,Ficus bullenei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plantae,,,,Moraceae,Ficus,Ficus popenoei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plantae,,,,Moraceae,Ficus,Ficus yoponensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plantae,,,,Moraceae,Ficus,Ficus bullenei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plantae,,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Moraceae,Ficus,Ficus pertusa,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plantae,,,,Moraceae,Ficus,Ficus paraensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plantae,,,,Moraceae,Ficus,Ficus obtusifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plantae,,,,Moraceae,Ficus,Ficus yoponensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plantae,,,,Moraceae,Ficus,Ficus citrifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plantae,,,,Moraceae,Ficus,Ficus paraensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Moraceae,Ficus,Ficus bullenei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa nymphaea,Plantae,,,,Moraceae,Ficus,Ficus popenoei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plantae,,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa nymphaea,Plantae,,,,Moraceae,Ficus,Ficus yoponensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plantae,,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plantae,,,,Moraceae,Ficus,Ficus bullenei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plantae,,,,Moraceae,Ficus,Ficus pertusa,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plantae,,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Moraceae,Ficus,Ficus obtusifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plantae,,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Moraceae,Ficus,Ficus pertusa,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plantae,,,,Moraceae,Ficus,Ficus nymphaeifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plantae,,,,Moraceae,Ficus,Ficus paraensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plantae,,,,Moraceae,Ficus,Ficus obtusifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plantae,,,,Moraceae,Ficus,Ficus paraensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plantae,,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plantae,,,,Moraceae,Ficus,Ficus paraensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plantae,,,,Moraceae,Ficus,Ficus popenoei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plantae,,,,Moraceae,Ficus,Ficus citrifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plantae,,,,Moraceae,Ficus,Ficus pertusa,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plantae,,,,Moraceae,Ficus,Ficus trigonata,
